traceId,traceTime,startTime,endTime,parentId,childId,childOperation,parentOperation,childMS,childPod,parentMS,parentPod,parentDuration,childDuration
04fc99e076dc9273,1755696822078000,1755696822519000,1755696822524410,3ce34e28379546e6,f8ad49b20b5ac5e1,POST,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,7080,5410
04fc99e076dc9273,1755696822078000,1755696822110000,1755696822114705,c36ab89ee9fe4e23,233ffc5a09c1ddc8,queryForStationId,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,5574,4705
04fc99e076dc9273,1755696822078000,1755696822109000,1755696822114574,ff6e65bd865c5550,c36ab89ee9fe4e23,POST,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,7418,5574
04fc99e076dc9273,1755696822078000,1755696822118000,1755696822122440,d8a3f805cae2ac83,c83f610e4245dd06,queryForStationId,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,5211,4440
04fc99e076dc9273,1755696822078000,1755696822117000,1755696822122211,def070b992e5b08a,d8a3f805cae2ac83,POST,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,6731,5211
04fc99e076dc9273,1755696822078000,1755696822211000,1755696822230719,27f41c0f9f2d53bb,e1d3e0ae107b6c15,queryForTravel,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,20342,19719
04fc99e076dc9273,1755696822078000,1755696822211000,1755696822231342,aa49ddbc2c1eefa2,27f41c0f9f2d53bb,POST,queryForTravel,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,21256,20342
04fc99e076dc9273,1755696822078000,1755696822308000,1755696822310298,5ceaab2829d362a8,66e41cfedef53e03,queryForStationId,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,2712,2298
04fc99e076dc9273,1755696822078000,1755696822308000,1755696822310712,70e8e5322c0dd8ef,5ceaab2829d362a8,POST,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,3479,2712
04fc99e076dc9273,1755696822078000,1755696822313000,1755696822315443,76f585da27d74a6b,1dd4d8603e2c6b89,queryForStationId,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,2830,2443
04fc99e076dc9273,1755696822078000,1755696822312000,1755696822314830,86f42ad24b6c0ee7,76f585da27d74a6b,POST,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,3657,2830
04fc99e076dc9273,1755696822078000,1755696822317000,1755696822319995,a0d2373986597166,fe763e51cead849b,queryForStationId,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,3441,2995
04fc99e076dc9273,1755696822078000,1755696822317000,1755696822320441,b519fcaa5871fac3,a0d2373986597166,POST,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,4403,3441
04fc99e076dc9273,1755696822078000,1755696822323000,1755696822326678,89b4786526f95f15,7ef541f61df16690,queryForStationId,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,4217,3678
04fc99e076dc9273,1755696822078000,1755696822322000,1755696822326217,d7a9e22565ee0b88,89b4786526f95f15,POST,queryForStationId,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,5397,4217
04fc99e076dc9273,1755696822078000,1755696822520000,1755696822524536,f8ad49b20b5ac5e1,85520c6644f536bd,queryForStationId,POST,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-ticketinfo-service,ts-ticketinfo-service-5b855874d-lxqf8,5410,4536
04fc99e076dc9273,1755696822078000,1755696822447000,1755696822455455,baeccee6ca97e3d1,0c24e32b9b952b04,GET,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-5648659c64-7nh2p,ts-seat-service,ts-seat-service-5648659c64-7nh2p,108598,8455
04fc99e076dc9273,1755696822078000,1755696822457000,1755696822475389,baeccee6ca97e3d1,7dba03508ed7e569,POST,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-5648659c64-7nh2p,ts-seat-service,ts-seat-service-5648659c64-7nh2p,108598,18389
04fc99e076dc9273,1755696822078000,1755696822476000,1755696822545655,baeccee6ca97e3d1,211381e0b30fc861,GET,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-5648659c64-7nh2p,ts-seat-service,ts-seat-service-5648659c64-7nh2p,108598,69655
04fc99e076dc9273,1755696822078000,1755696822546000,1755696822553104,baeccee6ca97e3d1,ddbe8b2d1d8bd393,POST,getLeftTicketOfInterval,ts-seat-service,ts-seat-service-5648659c64-7nh2p,ts-seat-service,ts-seat-service-5648659c64-7nh2p,108598,7104
04fc99e076dc9273,1755696822078000,1755696822449000,1755696822456409,0c24e32b9b952b04,d434b2df5d50f777,getRouteByTripId,GET,ts-travel-service,ts-travel-service-668897f987-wq2s5,ts-seat-service,ts-seat-service-5648659c64-7nh2p,8455,7409
04fc99e076dc9273,1755696822078000,1755696822420000,1755696822437153,7dba03508ed7e569,f5b519dddec24ad6,getTicketListByDateAndTripId,POST,ts-order-service,ts-order-service-8d55b964f-l4b9c,ts-seat-service,ts-seat-service-5648659c64-7nh2p,18389,17153
04fc99e076dc9273,1755696822078000,1755696822476000,1755696822545430,211381e0b30fc861,8a003c23a79c41d7,getTrainTypeByTripId,GET,ts-travel-service,ts-travel-service-668897f987-wq2s5,ts-seat-service,ts-seat-service-5648659c64-7nh2p,69655,69430
04fc99e076dc9273,1755696822078000,1755696822548000,1755696822553896,ddbe8b2d1d8bd393,b7fad652d04ccc1d,query,POST,ts-config-service,ts-config-service-d7cb8d599-ll7mw,ts-seat-service,ts-seat-service-5648659c64-7nh2p,7104,5896
04fc99e076dc9273,1755696822078000,1755696822611000,1755696822614123,f6b5afa8ca4f250f,75ff5db0ca965596,POST,queryForStationId,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-basic-service,ts-basic-service-657c966949-rtwdf,4636,3123
04fc99e076dc9273,1755696822078000,1755696822111000,1755696822113283,c7b58969b7f99011,f6aedfe9f685c7f3,queryForId,POST,ts-station-service,ts-station-service-799784f466-mc6lz,ts-basic-service,ts-basic-service-657c966949-rtwdf,3125,2283
04fc99e076dc9273,1755696822078000,1755696822110000,1755696822113125,233ffc5a09c1ddc8,c7b58969b7f99011,POST,queryForStationId,ts-basic-service,ts-basic-service-657c966949-rtwdf,ts-basic-service,ts-basic-service-657c966949-rtwdf,4705,3125
