traceId,traceTime,startTime,endTime,parentId,childId,childOperation,parentOperation,childMS,childPod,parentMS,parentPod,parentDuration,childDuration
0002884278a55884,1750237394811918,1750237394802712,1750237394802793,122869266da7a3d7,29105b791d367303,/recommendation.Recommendation/GetRecommendations,/recommendation.Recommendation/GetRecommendations,recommendation,recommendation-6f7c4d958c-t7rft,frontend,frontend-6777cd69cf-rms2b,199331,81
0002884278a55884,1750237394811918,1750237395002464,1750237395003685,457cc5e4ea24a405,18f9c4513c504f4b,/profile.Profile/GetProfiles,/profile.Profile/GetProfiles,profile,profile-78bcb7bd79-jg6tz,frontend,frontend-6777cd69cf-rms2b,2200,1221
0002884278a55884,1750237394811918,1750237394811999,1750237395011330,0002884278a55884,122869266da7a3d7,/recommendation.Recommendation/GetRecommendations,HTTP GET /recommendations,frontend,frontend-6777cd69cf-rms2b,frontend,frontend-6777cd69cf-rms2b,201629,199331
0002884278a55884,1750237394811918,1750237395011334,1750237395013534,0002884278a55884,457cc5e4ea24a405,/profile.Profile/GetProfiles,HTTP GET /recommendations,frontend,frontend-6777cd69cf-rms2b,frontend,frontend-6777cd69cf-rms2b,201629,2200
00053c08b42d373a,1750237447712879,1750237447706263,1750237447706311,6afe80101b54b0a8,407231643246d430,/recommendation.Recommendation/GetRecommendations,/recommendation.Recommendation/GetRecommendations,recommendation,recommendation-6f7c4d958c-t7rft,frontend,frontend-6777cd69cf-rms2b,268,48
00053c08b42d373a,1750237447712879,1750237447706517,1750237447707079,1a76ddd1fa03f2dd,45faa46d63468ea0,/profile.Profile/GetProfiles,/profile.Profile/GetProfiles,profile,profile-78bcb7bd79-jg6tz,frontend,frontend-6777cd69cf-rms2b,796,562
00053c08b42d373a,1750237447712879,1750237447712888,1750237447713156,00053c08b42d373a,6afe80101b54b0a8,/recommendation.Recommendation/GetRecommendations,HTTP GET /recommendations,frontend,frontend-6777cd69cf-rms2b,frontend,frontend-6777cd69cf-rms2b,1127,268
00053c08b42d373a,1750237447712879,1750237447713176,1750237447713972,00053c08b42d373a,1a76ddd1fa03f2dd,/profile.Profile/GetProfiles,HTTP GET /recommendations,frontend,frontend-6777cd69cf-rms2b,frontend,frontend-6777cd69cf-rms2b,1127,796
000c64f452ae1bf4,1750237485376822,1750237485372641,1750237485372885,24550337d32c2ade,3993d0c7eb5e7c7c,/recommendation.Recommendation/GetRecommendations,/recommendation.Recommendation/GetRecommendations,recommendation,recommendation-6f7c4d958c-t7rft,frontend,frontend-6777cd69cf-rms2b,1231,244
000c64f452ae1bf4,1750237485376822,1750237485470628,1750237485471055,5578f31028befae5,1fe6261f29518671,/profile.Profile/GetProfiles,/profile.Profile/GetProfiles,profile,profile-78bcb7bd79-jg6tz,frontend,frontend-6777cd69cf-rms2b,98200,427
000c64f452ae1bf4,1750237485376822,1750237485376856,1750237485378087,000c64f452ae1bf4,24550337d32c2ade,/recommendation.Recommendation/GetRecommendations,HTTP GET /recommendations,frontend,frontend-6777cd69cf-rms2b,frontend,frontend-6777cd69cf-rms2b,99542,1231
000c64f452ae1bf4,1750237485376822,1750237485378100,1750237485476300,000c64f452ae1bf4,5578f31028befae5,/profile.Profile/GetProfiles,HTTP GET /recommendations,frontend,frontend-6777cd69cf-rms2b,frontend,frontend-6777cd69cf-rms2b,99542,98200
